name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.log_function_performance\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""log_function_performance"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_log_function_performance_c61da219d74f5958bc510d45bd36db08
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_sessions_optimized\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_sessions_optimized"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_sessions_optimized_5d7e784d5c3c2051c7ed71dbbb3cc95e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_session_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_session_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_session_metrics_ba974b82c7eed98debd56c870903cf25
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_ai_cache_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_ai_cache_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_ai_cache_metrics_4c16c6dcd1f4dc2065ee4eae11c1e2e6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.log_function_performance\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""log_function_performance"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_log_function_performance_c23411559953ca095acde079dcaa7cde
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_performance_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_performance_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_performance_metrics_28bdcb05dd3a2d170e3781ff2772b0e0
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_performance_thresholds\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_performance_thresholds"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_performance_thresholds_e7dea5aa838ec3bc8d09eb01ebecbd21
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.detect_scheduling_conflicts\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""detect_scheduling_conflicts"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_detect_scheduling_conflicts_b66525ebacaf3be2413e5d472a091eb6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.user_has_role\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""user_has_role"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_user_has_role_639ec0f866bceeeb33eef323d31d0734
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_sessions_report\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_sessions_report"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_sessions_report_c7a378fb2fd9d9c79d2a4dd0ce1aec8c
